,Release ID,Album,Year,Artist Name,Label
900,5034039,2013,Billy Bragg,Life's A Riot With Spy Vs Spy (30th Anniversary Edition),Cooking Vinyl
901,5038651,2013,Blank Banshee,Blank Banshee 1,Hologram Bay
902,5039619,2013,Shopping (3),Consumer Complaints,Mïlk
903,5060995,2013,Joel R. L. Phelps,Gala,Triple Crown Audio Recordings Of Canada
904,5076240,1995,Opeth,Orchid,Candlelight Records
905,5089101,2013,XTC,Nonsuch,Ape House
906,5107143,2013,Blood Orange (2),Cupid Deluxe,Domino
907,5112990,2013,Bitch Prefect,Bird Nerds,Bedroom Suck Records
908,5116647,2013,An Autumn For Crippled Children,Try Not To Destroy Everything You Love,ATMF Frontiera Dell'essere
909,5118329,2013,Grant Hart,The Argument,Domino
910,5120708,1978,UK (3),U.K.,Polydor
911,5131000,2013,Darkside (22),Psychic,Matador
912,5171519,2013,Lauren Bousfield,Avalon Vales,Vale Records (2)
913,5172206,2013,King Crimson,The Road To Red,"WHD Entertainment, Inc."
914,5222049,1994,King Sunny Ade And The New African Beats,Live At The Hollywood Palace,I.R.S. Records
915,5234435,1987,Warren Zevon,Sentimental Hygiene,Virgin
916,5239211,2013,The Durutti Column,The Return Of The Durutti Column,Factory Benelux
917,5288555,1992,Red House Painters,Down Colorful Hill,4AD
918,5316354,1999,Spock's Beard,Day For Night,Metal Blade Records
919,5316457,2009,Letting Up Despite Great Faults,Letting Up Despite Great Faults,New Words
920,5327810,2014,Bibio,The Green EP,Warp Records
921,5335814,2014,Gorgeous Bully,Nobody Hates You As Much As You Hate Yourself,Art Is Hard Records
922,5340747,2014,Bill Callahan,Have Fun With God,Drag City
923,5348000,1992,Joy Division,Substance,London Records
924,5367503,2014,Sun Kil Moon,Benji,Caldo Verde Records
925,5374725,2014,Angel Olsen,Burn Your Fire For No Witness,Jagjaguwar
926,5382666,2014,†††, ††† ‎,Sumerian Records
927,5392761,2012,Ed Schrader's Music Beat,Jazz Mind,Upset! The Rhythm
928,5401000,2000,Aarktica,No Solace In Sleep,Silber Records
929,5415350,2014,Lorelle Meets The Obsolete,Chambers,Captcha Records (HBSP-2X)
930,5418007,1989,The Wedding Present,Bizarro,RCA
931,5433829,2014,St. Vincent,St. Vincent,Loma Vista
932,5444647,2014,Christina Vantzou,N°2,Kranky
933,5453672,2013,Siddhartha Barnhoorn,Antichamber,Not On Label (Siddhartha Barnhoorn Self-released)
934,5461480,2014,Silkworm,Libertine,Comedy Minus One
935,5502356,2014,Blank Realm,Grassed Inn,Bedroom Suck Records
936,5538523,2014,Cloud Nothings,Here And Nowhere Else,Carpark Records
937,5544840,2014,Protomartyr (2),Under Color Of Official Right,Hardly Art
938,5559068,2000,Songs: Ohia,The Lioness,Secretly Canadian
939,5608799,2014,Oneohtrix Point Never,Commissions I,Warp Records
940,5609065,2014,Songs: Ohia,Journey On: Collected Singles,Secretly Canadian
941,5652787,2014,Eno • Hyde,Someday World,Warp Records
942,5662688,2014,The Sound (2),Jeopardy • From The Lion's Mouth • All Fall Down ...Plus,Edsel Records
943,5687301,1992,Peter Gabriel,Us,Real World Records
944,5711783,1977,Peter Gabriel,Peter Gabriel,Charisma
945,5768936,2014,Ed Schrader's Music Beat,Party Jail,Infinity Cat Recordings
946,5774383,2003,Porcupine Tree,In Absentia,Lava
947,5789463,2013,Dose One,The SamuraiGUNN EP,Not On Label (Dose One Self-released)
948,5822029,1999,Number Girl,School Girl Distortional Addict,Parlophone
949,5822983,2014,White Lung,Deep Fantasy,Domino
950,5828704,2014,Candy Claws,Ceres & Calypso In The Deep Time,Twosyllable Records
951,5833059,2014,A Sunny Day In Glasgow,Sea When Absent,Lefse Records
952,5862069,2014,Craft Spells,Nausea,Captured Tracks
953,5876355,1996,Big Pig,Bonk,White (6)
954,5892370,2014,Alvvays,Alvvays,Polyvinyl Record Company
955,5894934,2014,A Sunny Day In Glasgow,No Death EP,Lefse Records
956,5910732,2014,Mega Drive (3),198XAD,Subterra Records (2)
957,5924593,2014,King Crimson,Starless,Discipline Global Mobile
958,5932886,2014,Fingerspit,Gods Will Be Watching Original Soundtrack,Not On Label (Fingerspit Self-Released)
959,5946594,2014,Sexores,Historias De Frío,Not On Label
960,5959484,1989,New Order,Technique,Factory
961,5959629,2014,David Kilgour & The Heavy Eights,End Times Undone,Merge Records
962,6009294,2014,Opeth,Pale Communion,Roadrunner Records
963,6010746,2004,Joel R. L. Phelps,Customs,12XU
964,6024815,2014,The New Pornographers,Brill Bruisers,Matador
965,6039812,1969,Leo Kottke,6- And 12-String Guitar,Takoma
966,6064945,1997,Dream Theater,Falling Into Infinity,EastWest Records America
967,6072666,2014,Esben And The Witch,A New Nature,Nostromo Records
968,6077347,2014,Mineral,EndSerenading,Arena Rock
969,6101588,2014,Dose One,Heavy Bullets EP,Not On Label (Dose One Self-released)
970,6129954,2002,Neil Young,Are You Passionate?,Reprise Records
971,6145762,2010,A Great Big Pile Of Leaves,Have You Seen My Prefrontal Cortex?,Not On Label (A Great Big Pile Of Leaves Self-Released)
972,6152526,2006,Makeup And Vanity Set,Charles Park,Sound Machine Records
973,6177488,2014,Makeup And Vanity Set,88:88,Telefuture
974,6229310,2014,XTC,Drums And Wires,Ape House
975,6238156,1987,"10,000 Maniacs",In My Tribe,Elektra
976,6238494,2014,Grouper,Ruins,Kranky
977,6243341,2014,Corners,Maxed Out On Distractions,Lolipop Records
978,6253770,2014,The Wedding Present,Seamonsters,Edsel Records
979,6263318,2014,Yes,Relayer,Panegyric
980,6266119,2014,Siouxsie & The Banshees,Through The Looking Glass,Polydor
981,6284669,1983,The Blue Nile,A Walk Across The Rooftops,Linn Records
982,6300888,2014,Bedhead,1992-1998,Numero Group
983,6323436,2014,A Sunny Day In Glasgow,New Christmas Classics (Sketch For Winter I),Geographic North
984,6367319,2014,Buttertones,Buttertones,Lolipop Records
985,6372653,2014,Songs: Ohia,Didn't It Rain,Secretly Canadian
986,6392278,2014,Darren Korb,Transistor: Original Soundtrack,Supergiant Games
987,6401515,2006,Peter Hammill,Over,Virgin
988,6409658,2014,Aldous Harding,Aldous Harding,Lyttelton Records
989,6509549,2012,El Huervo,.​.​. Where You Must Rest Your Weary Bones,Swedish Columbia
990,6547375,2015,The Go-Betweens,G Stands For Go-Betweens: The Go-Betweens Anthology Volume 1,Domino
991,6555913,0,David Torn,Cloud About Mercury,ECM Records
992,6559713,2015,Áine O'Dwyer,Music For Church Cleaners Vol. I And II,MIE Music
993,6612056,2015,Desperate Journalist,Desperate Journalist,Fierce Panda
994,6630804,2012,Various,Rockcan Sound E Can (Rockman 25th Anniversary),Capcom
995,6646654,2015,Mourn (6),Mourn,Captured Tracks
996,6674043,2014,HOME (18),Odyssey,Midwest Collective
997,6691744,2015,Dan Deacon,Gliss Riffer,Domino
998,6697595,2015,Erase Errata,Lost Weekend,Under The Sun
999,6709199,2015,Steven Wilson,Hand. Cannot. Erase.,Kscope
1000,6718798,2015,An Autumn For Crippled Children,The Long Goodbye,Wicker Man Recordings
1001,6737387,2015,Sidewalks And Skeletons,White Light,Not On Label (Sidewalks And Skeletons Self-released)
1002,6743303,2015,Tigran Hamasyan,Mockroot,Nonesuch
1003,6760413,2015,Various,Hotline Miami 2: Remix EP,Devolver Digital
1004,6770352,2015,Sacred Paws,Six Songs,Rock Action Records
1005,6772809,2015,Cloakroom,Further Out,Run For Cover Records (2)
1006,6778003,2015,Various,Hotline Miami 2: Wrong Number,Devolver Digital
1007,6799296,2015,Chastity Belt,Time To Go Home,Hardly Art
1008,6868203,2012,Telstar Drugs,Telstar Drugs,Egg Paper Factory
1009,6871979,1973,Curved Air,Air Cut,Warner Bros. Records
1010,6875270,2015,Hop Along,Painted Shut,Saddle Creek
1011,6882873,2003,Spangle Call Lilli Line,Or,Polystar
1012,6886065,2015,Makeup And Vanity Set,Wilderness,Telefuture
1013,6886862,2013,Various,FZ: Side Z,Not On Label (Disasterpeace Self-released)
1014,6897467,2010,Magenta Skycode,Relief,Solina Records
1015,6899679,2015,Oneohtrix Point Never,Commissions II,Warp Records
1016,6909270,2014,The Gotobeds,Poor People Are Revolting,Erste Theke Tonträger
1017,6921151,2015,Squarepusher,Damogen Furies,Warp Records
1018,6947451,2015,Ryuichi Sakamoto,左うでの夢,Midi Inc.
1019,6951307,2015,Bedhead,Live 1998,Numero Group
1020,6961243,2015,Dubmood,The Sun And Moon OST,Data Airlines
1021,6964994,2015,Sneaks (4),Gymnastics,Danger Records (11)
1022,6984162,2015,PBK,Unidentified Again,Pica Disk
1023,7009456,2015,Kevin Gilbert,Thud,The Estate Of Kevin Gilbert
1024,7011829,2015,Ceremony (4),The L-Shaped Man,Matador
1025,7015934,2015,Jim O'Rourke,Simple Songs,Drag City
1026,7078981,2015,Sun Kil Moon,Universal Themes,Caldo Verde Records
1027,7079414,2013,Various,20th Anniversary Rockman X Sound Box,Suleputer
1028,7084860,2014,Various,Rockman Sound Box 2 = ロックマン サウンドBox 2,Suleputer
1029,7096584,2014,Big Brave,Feral Verdure,Build A Fort
1030,7103755,2015,No Joy,More Faithful,Mexican Summer
1031,7121692,2015,Corrina Repp,The Pattern Of Electricity,Caldo Verde Records
1032,7166990,2008,Killing Joke,Brighter Than A Thousand Suns,Virgin
1033,7198118,2015,Ezra Furman,Perpetual Motion People,Bella Union
1034,7210605,2005,The Cure,Pornography,Rhino Records (2)
1035,7233684,2015,High Tension (4),Bully,Double Cross Records (3)
1036,7247359,2015,Mint Mile,In Season & Ripe,Comedy Minus One
1037,7250286,2015,Machine Girl (2),Gemini,Orange Milk Records
1038,7318849,2015,La Luz (2),Weirdo Shrine,Hardly Art
1039,7374315,2015,Low,Ones And Sixes,Sub Pop
1040,7374733,2015,Deradoorian,The Expanding Flower Planet,Anticon
1041,7378675,2015,Vundabar,Gawk,Not On Label
1042,7397367,2015,Advance Base,Nephew In The Wild,Orindal Records
1043,7409701,2012,Last Dinosaurs,In A Million Years,Dew Process
1044,7439693,2015,Blank Realm,Illegals In Heaven,Fire Records
1045,7442023,2015,Kitchen's Floor,Battle Of Brisbane,bruit direct disques
1046,7481157,2015,Big Brave,Au De La,Southern Lord
1047,7488268,2015,Helen (36),The Original Faces,Kranky
1048,7489723,2015,Moscow Club,Outfit Of The Day,Fastcut Records
1049,7519413,2015,New Order,Music Complete,Mute
1050,7523105,2009,King Crimson,Lizard,"WHD Entertainment, Inc."
1051,7535441,2015,Rival Consoles,Howl,Erased Tapes Records
1052,7549318,2013,Desperate Journalist,Cristina EP,Not On Label
1053,7551658,2015,Deafheaven,New Bermuda,Anti-
1054,7561509,2015,Protomartyr (2),The Agent Intellect,Hardly Art
1055,7572911,1984,Cyndi Lauper,She's So Unusual,Portrait
1056,7612263,1976,Warren Zevon,Warren Zevon,Asylum Records
1057,7622551,2015,Christina Vantzou,N°3,Kranky
1058,7623944,2015,Laurie Anderson,Heart Of A Dog,Nonesuch
1059,7623983,2015,Killing Joke,Pylon,Spinefarm Records
1060,7627714,2015,Joanna Newsom,Divers,Drag City
1061,7638136,2015,Minuit Machine,Violent Rains,No Emb Blanc
1062,7668009,2015,XTC,Oranges & Lemons,Ape House
1063,7683052,2015,Julien Baker,Sprained Ankle,6131 Records
1064,7693380,2004,Tacoma Radar,No One Waved Goodbye,Andmoresound Records
1065,7715685,2015,Oneohtrix Point Never,Garden Of Delete,Beat Records
1066,7720259,2015,Cemeteries,Barrow,Track and Field Records
1067,7733050,2015,A Sunny Day In Glasgow,Planning Weed Like It's Acid / Life Is Loss : Pop Songs 2015,Not On Label (A Sunny Day In Glasgow Self-released)
1068,7739479,2015,Palm,Trading Basics,Exploding In Sound Records
1069,7755108,2015,Horsebeach,II,Alone Together (2)
1070,7761103,2015,Autechre,AE_LIVE,Warp Records
1071,7823034,1984,Camel,Pressure Points,Decca
1072,7833990,2012,Protomartyr (2),No Passion All Technique,Urinal Cake Records
1073,7866544,2015,Balam Acab,Child Death,Not On Label (Balam Acab Self-released)
1074,7869781,2015,Have A Nice Life,The Unnatural World,Enemies List Home Recordings
1075,7909888,1999,Mr. Bungle,California,Warner Bros. Records
1076,7914489,1975,Camel,The Snow Goose,Decca
1077,7915808,2015,DEAFCULT,DEAFCULT,Black Wire Records
1078,7932164,2015,Dubmood,Force De Frappe,Data Airlines
1079,7975258,2016,Daughter (2),Not To Disappear,4AD
1080,8003755,2016,Jesu,Jesu / Sun Kil Moon,Caldo Verde Records
1081,8004645,2016,David Bowie,★ (Blackstar),Columbia
1082,8010065,2006,Peter Hammill,The Silent Corner And The Empty Stage,Virgin
1083,8034166,2016,Naked Lights,On Nature,Castle Face
1084,8045485,1997,Mission Of Burma,Vs.,Rykodisc
1085,8082289,1994,Bondage Fruit,Bondage Fruit,Isis Records (15)
1086,8092557,2016,Porches (3),Pool,Domino
1087,8142804,2016,Garoad,VA​-​11 HALL​-​A - Second Round,Not On Label (Garoad Self-Released)
1088,8148675,2016,Robbie Fulks,Upland Stories,Bloodshot Records
1089,8161079,2016,Lucy Dacus,No Burden,EggHunt Records
1090,8170470,2014,Scattle,Street Heat EP,Not On Label (Scattle Self-released)
1091,8174361,2012,Scattle,Hotline Miami: The Takedown EP,Not On Label (Scattle Self-released)
1092,8181082,2016,New Dreams Ltd.,Fuji Grid TV: EX,PrismCorp
1093,8181101,2016,New Dreams Ltd.,Sleepline,PrismCorp
1094,8209647,2012,Blank Realm,Live At Real Bad,Breakdance The Dawn
1095,8214722,1972,Neil Young,Harvest,Reprise Records
1096,8216785,2012,Oneohtrix Point Never,Dog In The Fog: ‘Replica’ Collaborations & Remixes,Software (2)
1097,8229544,2016,Into It. Over It.,Standards,Triple Crown Records
1098,8331698,2016,Bibio,A Mineral Love,Warp Records
1099,8331846,2016,Go-Go's,Talk Show,Edsel Records
1100,8332485,2016,Go-Go's,Vacation,Edsel Records
1101,8336451,1985,Michael Hedges,Watching My Life Go By,Open Air Records
1102,8348368,2016,Kiran Leonard,Grapefruit,Moshi Moshi Records
1103,8354816,2016,Yuzo Koshiro,Streets Of Rage 2 = ベア・ナックルII,Data Discs
1104,8357059,2015,Yves Tumor,When Man Fails You,Not On Label (Yves Tumor Self-released)
1105,8389600,2014,Adrianne Lenker,Hours Were The Birds,Not On Label (Adrianne Lenker Self-released)
1106,8398254,2016,Oneohtrix Point Never,Replica,Beat Records
1107,8398271,2016,Oneohtrix Point Never,Drawn And Quartered,Beat Records
1108,8398302,2016,Oneohtrix Point Never,The Fall Into Time,Beat Records
1109,8430548,2013,Ryan Ike,Gunpoint - The Soundtrack,Not On Label
1110,8441864,2016,Jake Kaufman,Crypt Of The NecroDancer - Freestyle Retro,Mint Potion Records
1111,8447784,2016,Fruit Bats,Absolute Loser,Easy Sound
1112,8474368,2016,White Lung,Paradise,Domino
1113,8506858,2016,Culture Abuse,Peach,6131 Records
1114,8512775,2016,Oneohtrix Point Never,Replica Complete Bonus EP,Beat Records
1115,8545031,2016,Fews,Means,Play It Again Sam
1116,8545375,2016,The Associates,Sulk,BMG
1117,8563349,2010,Spangle Call Lilli Line,Forest At The Head Of A River,Felicity
1118,8563535,2008,Spangle Call Lilli Line,Purple,Felicity
1119,8568768,2016,Big Thief,Masterpiece,Saddle Creek
1120,8599867,2015,Pale Earth,All Wet,Not On Label
1121,8614336,2016,Mourn (6),"Ha, Ha, He.",Captured Tracks
1122,8637100,2016,Helen Money,In Tune,Cellobird Records
1123,8639158,2016,Mope City,Petri Dish,Tenth Court
1124,8674244,2012,Paul Simon,Graceland - 25th Anniversary Edition,Sony Records Int'l
1125,8719722,2014,Slint,Spiderland,Touch And Go
1126,8725267,1977,Pink Floyd,Animals,Columbia
1127,8744232,2016,Various,Furi Original Soundtrack,G4F Records
1128,8765304,1977,Television,Marquee Moon,Elektra
1129,8767726,1992,Neil Young,Harvest Moon,Reprise Records
1130,8769480,1989,Dream Theater,When Dream And Day Unite,Mechanic Records
1131,8780595,2016,Omni (16),Deluxe,Trouble In Mind
1132,8786636,2015,Sam Hunt,The 9th,Bandit King Records
1133,8794406,2016,Disasterpeace,Hyper Light Drifter,Bludhoney Records
1134,8800813,2016,VEKTROID,Big Danger,PrismCorp
1135,8800826,2016,VEKTROID,Vektroid Texture Maps,PrismCorp
1136,8840872,2016,"Levin, Minnemann, Rudess",From The Law Offices Of Levin Minnemann Rudess,Lazy Bones Recordings
1137,8841289,2016,PJ Harvey,The Hope Six Demolition Project,Island Records
1138,8864447,2010,King Sunny Ade,Bábá Mo Túndé,Mesa (2)
1139,8873119,2016,No Joy,Drool Sucker,Topshelf Records (2)
1140,8884336,1984,King Sunny Ade & His African Beats,Aura,Island Records
1141,8891277,2016,Ice Choir,Designs In Rhythm,Shelflife Records
1142,8917750,2016,Lydia Loveless,Real,Bloodshot Records
1143,8924382,1992,Dream Theater,Images And Words,ATCO Records
1144,8932306,2016,New Dreams Ltd.,Eden,PrismCorp
1145,8954563,2016,HOOPS (4),Hoops,Fat Possum Records
1146,8961369,2016,An Autumn for Crippled Children,Eternal,Not On Label (An Autumn For Crippled Children Self-released)
1147,8976373,2016,Angel Olsen,My Woman,Jagjaguwar
1148,8982774,2016,Opeth,Sorceress,Nuclear Blast Entertainment
1149,9044962,2016,Preoccupations,Preoccupations,Jagjaguwar
1150,9064923,2016,The Chills,Kaleidoscope World,Flying Nun Records
1151,9069142,2016,Lorelle Meets The Obsolete,Balance,Captcha Records (HBSP-2X)
1152,9083150,2014,Owen Pallett,In Conflict,Domino
1153,9089947,2016,Yves Tumor,Serpent Music,PAN (3)
1154,9116256,2016,Makeup And Vanity Set,Brigador – Volume I,Telefuture
1155,9157415,1984,Michael Hedges,Aerial Boundaries,Windham Hill Records
1156,9195412,2016,Planes Mistaken For Stars,Prey,Deathwish
1157,9221538,1990,Fugazi,Repeater,Dischord Records
1158,9226413,2012,Blank Banshee,Blank Banshee 0,Hologram Bay
1159,9253497,2016,Petrol Girls,Talk Of Violence,Bomber Music Ltd.
1160,9282400,1973,King Crimson,Larks' Tongues In Aspic,Island Records
1161,9298898,2016,Papa M,"""Highway Songs""",Drag City
1162,9305754,2016,Dark Blue (2),Start Of The World,12XU
1163,9308594,2016,Esben And The Witch,Older Terrors,Season Of Mist
1164,9310502,2016,UK (3),Ultimate Collectors' Edition,Globe Music (5)
1165,9343066,2016,Soft Kill,Choke,Profound Lore Records
1166,9345802,2016,Mint Mile,The Bliss Point,Comedy Minus One
1167,9419833,2016,Gillian Welch,Boots No. 1: The Official Revival Bootleg,Acony Records
1168,9438661,1998,Fugazi,End Hits,Dischord Records
1169,9539659,2016,Grouper,Paradise Valley,Yellow Electric
1170,9540455,2016,King Crimson,On (And Off) The Road,"Wowow Entertainment, Inc."
1171,9540914,1967,John Fahey,Volume 6 / Days Have Gone By,Takoma
1172,9544913,2012,Various,25th Anniversary Rockman Techno Arrange Ver. = 25th Anniversary ロックマン Techno Arrange Ver.,Team Entertainment Inc.
1173,9548142,1989,The The,Mind Bomb,Epic
1174,9577259,2016,Moon Tooth,Chromaparagon,Not On Label (Moon Tooth Self-released)
1175,9615087,1985,a-ha,Hunting High And Low,Warner Bros. Records
1176,9623396,2016,Gorgeous Bully,Gorgeous Bully / Something Anorak,Art Is Hard Records
1177,9649322,1996,Various,Güt Güt,Güt
1178,9656248,1964,John Fahey,"Death Chants, Break Downs & Military Waltzes",Takoma
1179,9682725,1978,Camel,Breathless,Decca
1180,9725802,2016,Eevee (3),Unexpected,Not On Label
1181,9734260,2017,Sacred Paws,Strike A Match,Rock Action Records
1182,9767496,2017,Orion (66),Orion,Cool Death Records
1183,9770011,2016,R.E.M.,Out Of Time,Concord Bicycle Music
1184,9804993,2007,Fang Island,Day Of The Great Leap,Sargent House
1185,9826259,2017,Eevee (3),Beat Tape 01,Not On Label
1186,9826309,2017,Eevee (3),Beat Tape 02,Not On Label
1187,9857402,2017,Sun Kil Moon,Common As Light And Love Are Red Valleys Of Blood,Caldo Verde Records
1188,9861589,2017,Surf Curse,Nothing Yet,Danger Collective Records
1189,9882018,2017,Arthur Russell,Instrumentals,Audika
1190,9938340,2017,Idles,Brutalism,Balley Records
1191,9955406,2017,Makeup And Vanity Set,Chrome,Data Airlines
1192,9968263,2017,Mind Over MIDI,Soft Science,Rohs! Records
1193,9989353,2017,You'll Never Get To Heaven,Images,Yellow K Records
1194,10002764,2017,Dougie Poole,Wideass Highway,JMC Aggregate
1195,10014026,2017,HEALTH (2),DISCO3+,Loma Vista
1196,10017405,2017,Mount Eerie,A Crow Looked At Me,"P.W. Elverum & Sun, Ltd."
1197,10028381,1971,Joni Mitchell,Blue,Reprise Records
1198,10034300,2017,Desperate Journalist,Grow Up,Fierce Panda
1199,10039415,1982,King Sunny Ade & His African Beats,Juju Music,Island Records
1200,10084918,1988,The Chills,Brave Words,Homestead Records
1201,10096339,1982,Neil Young,Trans,Geffen Records
1202,10129267,2017,VEKTROID,Telnet Complete,PrismCorp
1203,10131533,2001,Stars Of The Lid,The Tired Sounds Of Stars Of The Lid,Kranky
1204,10160381,2005,Killing Joke,Revelations,Virgin
1205,10168473,2011,Spangle Call Lilli Line,New Season,Felicity
1206,10192047,2017,Ben Lukas Boysen,Everything,Erased Tapes Records
1207,10198922,2017,foxtails,III,Emocat Records
1208,10207049,1997,Stars Of The Lid,The Ballasted Orchestra,Kranky
1209,10212933,2017,Colin Stetson,All This I Do For Glory,52Hz
1210,10214191,2017,Buzz Kull,Chroma,Burning Rose
1211,10225534,2017,Jesu,30 Seconds To The Decline Of Planet Earth,Caldo Verde Records
1212,10228626,2017,Slowdive,Slowdive,Dead Oceans
1213,10231521,1992,Phish,Junta,Elektra
1214,10257431,2017,HOOPS (4),Routines,Fat Possum Records
1215,10272769,2016,Flying Circles,Of Loving Grace,Antiquated Future
1216,10277772,2017,Hand Habits,Wildly Idle (Humble Before The Void),Woodsist
1217,10289398,2017,The New Year,Snow,Undertow
1218,10297331,2017,Subsonic Eye,Strawberry Feels,Middle Class Cigars
1219,10303057,1993,Peter Gabriel,So,Geffen Records
1220,10311764,2017,The Mountain Goats,Goths,Merge Records
1221,10316742,2017,Aldous Harding,Party,4AD
1222,10373258,2017,Chastity Belt,I Used To Spend So Much Time Alone,Hardly Art
1223,10385603,1979,UK (3),Night After Night,Polydor
1224,10385678,2017,Peaking Lights,The Fifth State Of Consciousness,Two Flowers Records
1225,10387098,1980,Talking Heads,Remain In Light,Sire
1226,10403747,2009,XTC,Psonic Psunspot,Ape House
1227,10410301,2017,Anathema,The Optimist,Kscope
1228,10435632,1963,Everly Brothers,The Very Best Of The Everly Brothers,Warner Bros. Records
1229,10447263,2017,The Drums (2),Abysmal Thoughts,Anti-
1230,10448133,2017,Big Thief,Capacity,Saddle Creek
1231,10477003,2017,Algiers (2),The Underside Of Power,Matador
1232,10477262,2017,Hot Flash Heat Wave,Soaked,OIM Records
1233,10500770,2017,Laurel Halo,Dust,Hyperdub
1234,10518427,2017,Japanese Breakfast,Soft Sounds From Another Planet,Dead Oceans
1235,10524593,2007,Kickball,Everything Is A Miracle Nothing Is A Miracle Everything Is,Houseopolis Records
1236,10534155,2017,Jake Kaufman,Shovel Knight - Specter Of Torment OST,Not On Label (Jake Kaufman Self-released)
1237,10621532,1979,The Roches,The Roches,Warner Bros. Records
1238,10656243,2016,Equip (3),I Dreamed Of A Palace In The Sky,Dream Catalogue
1239,10665694,1979,The Clash,London Calling,CBS
1240,10671311,2009,XTC,25 O'Clock,Ape House
1241,10689728,2017,Oneohtrix Point Never,Good Time (Original Motion Picture Soundtrack),Warp Records
1242,10690826,1993,Seefeel,Quique,Too Pure
1243,10691362,2017,David Rawlings,Poor David's Almanack,Acony Records
1244,10692993,2017,DEAFCULT,Auras,Hobbledehoy
1245,10741471,1975,Neil Young,Tonight's The Night,Reprise Records
1246,10750383,1983,King Sunny Ade & His African Beats,Synchro System,Mango
1247,10764415,2017,Vera Blue,Perennial,Universal Music
1248,10774969,1995,Sonic Youth,Bad Moon Rising,Geffen Records
1249,10786122,1986,Michael Manring,Unusual Weather,Windham Hill Records
1250,10786353,2017,Alvvays,Antisocialites,Polyvinyl Record Company
1251,10833971,2016,Blankenberge,Blankenberge,Not On Label (Blankenberge Self-released)
1252,10834017,2017,Sweet Knives,Sweet Knives,Big Neck Records
1253,10834434,2017,Lydia Loveless,Boy Crazy And Single(s),Bloodshot Records
1254,10835976,2010,Autechre,Move Of Ten,Warp Records
1255,10841884,2017,Blankenberge,Radiogaze,Not On Label (Blankenberge Self-released)
1256,10845454,2017,Big Brave,Ardor,Southern Lord
1257,10853688,2017,Yves Tumor,Experiencing The Deposit Of Faith,Not On Label (Yves Tumor Self-released)
1258,10885972,2017,Omni (16),Multi-task,Trouble In Mind
1259,10903060,1981,Neil Young,Reactor,Reprise Records
1260,10911380,2017,Machine Girl (2),.​.​.​Because I'm Young Arrogant And Hate Everything You Stand For,Orange Milk Records
1261,10915802,2017,Protomartyr (2),Relatives In Descent ,Domino
1262,10959122,2007,Neil Young,Chrome Dreams II,Reprise Records
1263,10965313,2017,Cloakroom,Time Well,Relapse Records
1264,10981016,2017,Death Bells,Standing At The Edge Of The World,Burning Rose
1265,10981462,2017,Makeup And Vanity Set,Trackless (Original Soundtrack),YK Records
1266,10984551,2017,St. Vincent,Masseduction,Loma Vista
1267,11022499,2017,Gorgeous Bully,Great Blue,Z Tapes
1268,11052757,2017,Julien Baker,Turn Out The Lights,Matador
1269,11081458,0,R.E.M.,Murmur,I.R.S. Records
1270,11083442,2017,Bibio,Phantom Brickworks,Warp Records
1271,11085153,2017,Hüsker Dü,Extra Circus,Numero Group
1272,11098610,1997,Supertramp,Supertramp,A&M Records
1273,11108254,2017,King Crimson,Sailors' Tales,Discipline Global Mobile
1274,11125660,2017,Hüsker Dü,Savage Young Dü,Numero Group
1275,11140285,2017,Oneohtrix Point Never,Good Time... Raw,Beat Records
1276,11140794,2017,R.E.M.,Automatic For The People,Universal Music
1277,11141625,2017,HOOPS (4),Tapes #1​-​3,Fat Possum Records
1278,11167412,2017,Florist (2),If Blue Could Be Happiness,Double Double Whammy
1279,11195588,2017,XTC,Black Sea,Ape House
1280,11199097,2007,Various,20thアニバーサリー ロックマン 1~6 Rock Arrange Ver. = 20th Anniversary Rockman 1 - 6 Rock Arrange Ver.,Team Entertainment Inc.
1281,11208759,2017,Makthaverskan,Ill,Run For Cover Records (2)
1282,11214947,2017,Black Nite Crash,Nevergreen,Neon Sigh
1283,11270953,2017,Cleric,Retrocausal,Web Of Mimicry
1284,11286030,2016,VEKTROID,RE•SET,PrismCorp
1285,11287394,2016,PrismCorp Virtual Enterprises,ClearSkies™ - Complete Edition,PrismCorp
1286,11287537,2016,Siddiq (2),Midnight Run,PrismCorp
1287,11330159,2017,Various,Sampler 2017,Z Tapes
1288,11340670,2015,Florist (2),Holdly,Not On Label
1289,11410240,2014,Florist (2),6 Days Of Songs,Not On Label (Florist (2) Self-released)
1290,11447243,2018,Porches (3),The House,Domino
1291,11462775,2018,Shopping (3),The Official Body,FatCat Records
1292,11467953,2017,Mo Troper,Exposure & Response,Good Cheer Records
1293,11503208,2017,Letting Up Despite Great Faults,Alexander Devotion,Rallye Label
1294,11506289,2017,Scattle,Backup,Not On Label (Scattle Self-released)
1295,11510122,1986,Metallica,Master Of Puppets,Music For Nations
1296,11549151,2013,Parenthetical Girls,Privilege,Splendour
1297,11559921,2017,Lauren Bousfield,Fire Songs,Not On Label
1298,11559942,2016,Lauren Bousfield,Namazu Running OST,Not On Label
1299,11561600,2018,Ezra Furman,Transangelic Exodus,Bella Union
1300,11590278,2018,Various,Celeste B​-​Sides,Radical Dreamland
1301,11621238,2005,Neil Young,Prairie Wind,Reprise Records
1302,11634493,2018,Lucy Dacus,Historian,Matador
1303,11634713,2018,Moaning,Moaning,Sub Pop
