,Release ID,Album,Year,Artist Name,Label
486,1342300,1999,Sweep The Leg Johnny,Tomorrow We Will Run Faster,Southern Records
487,1342425,2008,Autechre,Quaristice.Quadrange.ep.ae,Warp Records
488,1346161,1991,fIREHOSE,Flyin' The Flannel,Columbia
489,1350649,2008,The Radio Dept.,Freddie And The Trojan Horse,Labrador
490,1356775,1972,Nick Drake,Pink Moon,Island Records
491,1357577,2008,Opeth,Watershed,Roadrunner Records
492,1364732,2008,Grouper,Dragging A Dead Deer Up A Hill,Type
493,1365705,1991,Mr. Bungle,Mr. Bungle,Warner Bros. Records
494,1368144,1982,Rush,Signals,Anthem (5)
495,1368153,1985,Rush,Power Windows,Anthem (5)
496,1368416,2008,HEALTH (2),//Disco,Lovepump United
497,1371685,1978,King Sunny Ade & His African Beats,Private Line,Sunny Alade
498,1372124,1989,Peter Hammill,Chameleon In The Shadow Of The Night,Virgin
499,1373357,2008,Isobel Campbell,Sunday At Devil Dirt,V2
500,1374902,1982,Peter Hammill,Enter K,Naive Records
501,1384252,1991,Dead Moon,Stranded In The Mystery Zone,Music Maniac Records
502,1395799,1995,Palace,Viva Last Blues,Domino
503,1396575,2006,Parenthetical Girls,Safe As Houses,Oedipus Records
504,1402927,1985,Jane Siberry,The Speckless Sky,Duke Street Records
505,1403404,2003,Neil Young,Greendale,Reprise Records
506,1409411,1986,Peter Hammill,And Close As This,Virgin
507,1410365,1978,Peter Hammill,The Future Now,Charisma
508,1410548,1988,Peter Hammill,In A Foreign Town,Enigma (4)
509,1411245,1994,R.E.M.,Monster,Warner Bros. Records
510,1412170,1975,Peter Hammill,Nadir's Big Chance,Charisma
511,1412274,1979,Peter Hammill,pH7,Charisma
512,1413068,1986,Peter Hammill,Skin,Foundry Records
513,1415840,1980,Warren Zevon,Bad Luck Streak In Dancing School,Asylum Records
514,1422974,2008,Oneohtrix Point Never,Hollyr,Sound Holes
515,1423537,2008,Bottomless Pit,Congress,Not On Label (Bottomless Pit Self-released)
516,1440007,2008,Max Richter,24 Postcards In Full Colour,130701
517,1446313,1994,David Kilgour,Sugar Mouth,Flying Nun Records
518,1447551,1980,Neil Young,Hawks & Doves,Reprise Records
519,1451894,1983,Marillion,Script For A Jester's Tear,EMI
520,1455268,1975,Joni Mitchell,The Hissing Of Summer Lawns,Asylum Records
521,1462154,1991,The Bats,Fear Of God,Flying Nun Records
522,1463911,2008,Candy Claws,Two Airships / Exploder Falls,Peppermill Records
523,1467307,2004,The Radio Dept.,Why Won't You Talk About It?,Rex Records
524,1468115,2000,Neko Case & Her Boyfriends,Furnace Room Lullaby,Mint Records (12)
525,1475291,2008,The New Year,The New Year,Touch And Go
526,1475339,1964,Michael Hurley,First Songs,Folkways Records
527,1485537,2002,Squarepusher,Do You Know Squarepusher,Beat Records
528,1495104,1998,John Fahey,America,Takoma
529,1499285,1982,Warren Zevon,The Envoy,Asylum Records
530,1504118,1972,Leo Kottke,Greenhouse,Capitol Records
531,1505124,1984,Scott Walker,Climate Of Hunter,Virgin
532,1506700,2004,Natural Snow Buildings,The Winter Ray,Not On Label (Natural Snow Buildings Self-released)
533,1507088,2008,Squarepusher,Just A Souvenir,Warp Records
534,1507332,2008,Marillion,Happiness Is The Road,Intact Records
535,1509474,1997,David Kilgour & The Heavy Eights,David Kilgour & The Heavy Eights,Flying Nun Records
536,1523183,2008,Letters,In Case We Lose What We Have,Yoyo Recordings
537,1528329,1999,Namco Sound Team,R4　Ridge Racer Type 4 ダイレクト・オーディオ = R4 / Ridge Racer Type 4 / Direct Audio,Media Factory
538,1542070,1988,Siouxsie & The Banshees,Peepshow,Wonderland (3)
539,1542309,1977,Jackson Browne,Running On Empty,Asylum Records
540,1544459,1999,Anathema,Judgement,Music For Nations
541,1544467,2001,Anathema,A Fine Day To Exit,Music For Nations
542,1545315,1980,Harold Budd,Ambient 2 (The Plateaux Of Mirror),Editions EG
543,1549516,2008,R.E.M.,Murmur,I.R.S. Records
544,1553594,1988,My Bloody Valentine,Isn't Anything,Creation Records
545,1554987,2007,Pink Floyd,The Piper At The Gates Of Dawn,EMI
546,1556099,1978,Warren Zevon,Excitable Boy,Asylum Records
547,1557169,2008,Oneohtrix Point Never,A Pact Between Strangers,Gneiss Things
548,1567273,1986,Hüsker Dü,Candy Apple Grey,Warner Bros. Records
549,1569256,1986,Neil Young,Landing On Water,Geffen Records
550,1573172,1981,Minutemen,Joy,New Alliance Records
551,1573554,2008,Max Richter,Valse Avec Bachir (Musique Originale De),Delabel
552,1573891,1983,Ben Watt,North Marine Drive,Cherry Red
553,1576696,1983,Hüsker Dü,Everything Falls Apart,Reflex Records (5)
554,1578504,2008,Oneohtrix Point Never,Ruined Lives,Young Tapes
555,1578519,2008,Oneohtrix Point Never,Heart Of A Champion,Mistake By The Lake Tapes
556,1580766,2008,Oneohtrix Point Never,Transmat Memories,Taped Sounds
557,1599099,2004,Karate,Pockets,Southern Records
558,1600783,2001,The Chills,Secret Box,Definitive Music
559,1602706,1967,John Fahey,Requia,Vanguard
560,1605908,2002,Bob Mould,Modulate.,Granary Music
561,1615134,1989,Laurie Anderson,Strange Angels,Warner Bros. Records
562,1617654,2003,Fruit Bats,Mouthfuls,Sub Pop
563,1618745,2009,Alela Diane,To Be Still,Names
564,1640999,2001,Planes Mistaken For Stars,Fuck With Fire,No Idea Records
565,1641255,2009,Bibio,Vignetting The Compost,Mush
566,1649862,2008,This Town Needs Guns,This Town Needs Guns,Klee
567,1655742,2008,Parenthetical Girls,Entanglements,Tomlab
568,1656264,1980,John Martyn,Grace & Danger,Island Records
569,1670224,1966,John Fahey,Guitar Vol. 4 / The Great San Bernardino Birthday Party And Other Excursions,Takoma
570,1675447,2009,Neko Case,Middle Cyclone,Anti-
571,1678890,2009,Oneohtrix Point Never,Young Beidnahga,Ruralfaune
572,1686449,2009,Sad Lovers And Giants,Epic Garden Music,Cherry Red
573,1692561,1997,Bedhead,4-SongEP19:10,Trance Syndicate Records
574,1692580,1997,Sweep The Leg Johnny,4 9 21 30,Divot
575,1693432,1987,American Music Club,Engine,Frontier Records
576,1696348,2004,The New Year,The End Is Near,Touch And Go
577,1703784,2007,World's End Girlfriend,Enchanted Landscape Escape,Human Highway
578,1704248,1982,Hüsker Dü,Land Speed Record,New Alliance Records
579,1720475,1998,Aerial M,Vivea,Domino
580,1724693,1996,The Microphones,Microphone,Knw-Yr-Own
581,1725539,2009,Siouxsie & The Banshees,A Kiss In The Dreamhouse,Polydor
582,1728088,2009,Bill Callahan,Sometimes I Wish We Were An Eagle,Drag City
583,1730092,2009,PJ Harvey,A Woman A Man Walked By,Island Records
584,1737003,1981,Human Sexual Response,In A Roman Mood,Passport Records
585,1745323,1979,Camel,I Can See Your House From Here,Arista
586,1752365,2009,St. Vincent,Actor,4AD
587,1764720,2009,Siouxsie & The Banshees,Tinderbox,Polydor
588,1764747,2009,Siouxsie & The Banshees,Hyaena,Polydor
589,1766909,1985,Neil Young,Old Ways,Geffen Records
590,1773458,1997,Les Savy Fav,3/5,The Self-Starter Foundation
591,1777673,2002,A Frames,A Frames,S-S Records
592,1778638,1971,Peter Hammill,Fool's Mate,Charisma
593,1779028,2009,Rival Consoles,Helvetica,Erased Tapes Records
594,1780223,2009,British Sea Power,Man Of Aran,Rough Trade
595,1783641,1992,Allan Holdsworth,Wardenclyffe Tower,Cream Records (3)
596,1793000,2007,Fishboy,Albatross: How We Failed To Save The Lone Star State With The Power Of Rock And Roll,Happy Happy Birthday To Me Records
597,1797157,2009,Casiotone For The Painfully Alone,Vs. Children,Tomlab
598,1823240,2009,Bibio,Ambivalence Avenue,Warp Records
599,1823754,2009,Tortoise,Beacons Of Ancestorship,Thrill Jockey
600,1824948,2009,The Radio Dept.,David,Labrador
601,1829418,1987,Ryuichi Sakamoto,The Last Emperor,Virgin
602,1839010,1981,Pat Metheny,"As Falls Wichita, So Falls Wichita Falls",ECM Records
603,1842145,1977,Camel,Rain Dances,Gama (3)
604,1843672,1981,Michael Hedges,Breakfast In The Field,Windham Hill Records
605,1847306,1974,Zzebra,Zzebra,Polydor
606,1868548,2009,Neil Young,Fork In The Road,Reprise Records
607,1876103,2009,Oneohtrix Point Never,Memory Vague,Root Strata
608,1880811,2000,Jon Brion,Meaningless,Not On Label (Jon Brion Self-released)
609,1881996,2009,Sad Lovers And Giants,Feeding The Flame,Cherry Red
610,1884687,2006,A Sunny Day In Glasgow,The Sunniest Day Ever,Not On Label (A Sunny Day In Glasgow Self-released)
611,1885186,2007,A Sunny Day In Glasgow,Tout New Age,Not On Label (A Sunny Day In Glasgow Self-released)
612,1885594,1982,Camel,The Single Factor,Gama (3)
613,1886901,2009,Oneohtrix Point Never,Zones Without People,Arbor
614,1889484,2009,Squarepusher,Solo Electric Bass 1,Warp Records
615,1905797,1994,Disco Inferno,D. I. Go Pop,Rough Trade
616,1907033,2006,Parenthetical Girls,(((GRRRLS))),Slender Means Society
617,1907830,1971,Genesis,Nursery Cryme,Charisma
618,1910595,1984,Peter Hammill,The Love Songs,Charisma
619,1914150,2009,HEALTH (2),Get Color,Lovepump United
620,1918458,2008,Minus The Bear,Acoustics,Tigre Blanco
621,1918919,1983,Arthur Russell,Tower Of Meaning,Chatham Square Productions
622,1920730,1995,Bailter Space,Wammo,Flying Nun Records
623,1922154,1987,Michael Hedges,Live On The Double Planet,Windham Hill Records
624,1924426,1983,Hüsker Dü,Metal Circus,SST Records
625,1924618,1996,Michael Hedges,Oracle,Windham Hill Records
626,1941741,2001,The Clean,Getaway,Flying Nun Records
627,1944633,1988,Mission Of Burma,Mission Of Burma,Taang! Records
628,1945953,2009,Hornet Leg,Ribbon Of Fear,K
629,1960685,1990,Big Pig,You Lucky People,White Label Records
630,1974495,1983,Allan Holdsworth,Road Games,Warner Bros. Records
631,1974566,1991,Rites Of Spring,End On End,Dischord Records
632,1977317,2009,Memory Tapes,Seek Magic,Something In Construction
633,1979287,1985,Ryuichi Sakamoto,Esperanto = エスペラント ,School
634,1990898,1985,Hüsker Dü,Flip Your Wig,SST Records
635,1993747,1976,The Stills-Young Band,Long May You Run,Reprise Records
636,1995200,2009,Grouper,Tsuki No Seika Volume One,Root Strata
637,2001670,2009,Bibio,The Apple And The Tooth,Warp Records
638,2002590,1991,Yuzo Koshiro,Actraiser,Alfa
639,2015843,2009,Oneohtrix Point Never,Russian Mind,No Fun Productions
640,2017824,2003,A Frames,2,S-S Records
641,2026833,2000,Neil Young,Silver & Gold,Reprise Records
642,2044433,2009,The Chameleons,What Does Anything Mean? Basically,Blue Apple Music
643,2061323,1999,Planes Mistaken For Stars,Planes Mistaken For Stars,Deep Elm Records
644,2081771,2009,Grant Hart,Hot Wax,MVD Audio
645,2084368,2008,Mission Of Burma,The Horrible Truth About Burma,Matador
646,2086293,1999,Grant Hart,Good News For Modern Man,Pachyderm Records
647,2086412,1995,Grant Hart,Ecce Homo,World Service
648,2093357,1983,Richard Thompson,Hand Of Kindness,Hannibal Records
649,2095035,2001,David Kilgour,A Feather In The Engine,Arclife Records
650,2110736,1994,Dream Theater,Awake,EastWest
651,2112762,2007,Colin Stetson,"New History Warfare, Volume 1",Aagoo Records
652,2115975,1999,Sigur Rós,Ágætis Byrjun,Smekkleysa
653,2121357,1982,Cleaners From Venus,Midnight Cleaners,Man At The Off Licence
654,2121398,1983,Cleaners From Venus,In The Golden Autumn,Man At The Off Licence
655,2148029,2010,Joanna Newsom,Have One On Me,Drag City
656,2172426,2003,Echo & The Bunnymen,Crocodiles,Warner Strategic Marketing
657,2192053,2010,Autechre,Oversteps,Warp Records
658,2195422,2010,Chipzel,Disconnected,Not On Label (Chipzel Self-released)
659,2199859,1984,Rush,Grace Under Pressure,Anthem (5)
660,2200597,2010,The Radio Dept.,Heaven's On Fire,Labrador
661,2204712,1971,John Martyn,Bless The Weather,Island Records
662,2234314,1995,Joel R. L. Phelps,Warm Springs Night,El Recordo
663,2239167,1969,Neil Young,Neil Young,Reprise Records
664,2242643,2010,The Radio Dept.,Clinging To A Scheme,Labrador
665,2245808,1999,Joel R. L. Phelps,Blackbird,Pacifico Recordings
666,2247656,1992,Porcupine Tree,On The Sunday Of Life...,Delerium Records
667,2247676,1997,Porcupine Tree,Coma Divine (Recorded Live In Rome),Delerium Records
668,2261402,2010,Owen Pallett,Heartland,Domino
669,2266890,2010,Big Audio Dynamite,This Is Big Audio Dynamite,Columbia
670,2269238,1996,Anathema,Eternity,Peaceville
671,2270615,2010,Minus The Bear,Omni,Dangerbird Records
672,2285548,2010,The Cure,Disintegration,Fiction Records
673,2295257,1988,American Music Club,California,Frontier Records
674,2297292,2010,Oneohtrix Point Never,Returnal,Editions Mego
675,2312900,2010,An Autumn For Crippled Children,Lost,A Sad Sadness Song
676,2318615,1987,Phil Keaggy,The Wind And The Wheat,Maranatha! Music
677,2319703,1993,Jellyfish (2),Spilt Milk,"Charisma Records America, Inc."
678,2321912,2010,Nina Nastasia,Outlaster,FatCat Records
679,2328664,1973,Camel,Camel,MCA Records
680,2334190,1989,Keiichi Suzuki,Mother,CBS/Sony
681,2334301,1989,Neil Young,Freedom,Reprise Records
682,2349179,1988,Neil Young,This Note's For You,Reprise Records
683,2350392,2010,Paul Dunmall,Identical Sunsets,ESP Disk
684,2350442,2010,Sun Kil Moon,Admiral Fell Promises,Caldo Verde Records
685,2352717,2010,Susanne Sundfør,The Brothel,EMI
686,2352904,1985,Hüsker Dü,New Day Rising,SST Records
687,2355739,1986,My Dad Is Dead,...And He's Not Gonna Take It Anymore,St. Valentine Records
688,2358841,2003,Spock's Beard,Feel Euphoria,Inside Out Music
689,2378960,2010,Anathema,We're Here Because We're Here,Kscope
690,2395534,1995,Long Fin Killie,Houdini,Too Pure
691,2399180,2010,Isobel Campbell,Hawk,V2
692,2400497,2010,HEALTH (2),::DISCO2,City Slang
693,2403647,1980,Daryl Hall,Sacred Songs,RCA
694,2416948,1978,Jon Hassell,Earthquake Island,Tomato
695,2469931,1990,Billy Bragg,The Internationale,Utility
696,2481638,1983,IQ (7),Tales From The Lush Attic,The Major Record Company
697,2485320,2010,Coconuts (3),Coconuts,No Quarter
698,2490028,1997,Madder Rose,Tragic Magic,Atlantic
699,2490596,2010,King Crimson,Islands,Discipline Global Mobile
700,2497369,2010,The Teardrop Explodes,Kilimanjaro,Mercury
701,2499714,1996,Robbie Fulks,Country Love Songs,Bloodshot Records
702,2507440,1991,Fred Frith,Guitar Solos,East Side Digital
703,2507908,1975,Zzebra,Panic,Polydor
704,2513191,2010,A Sunny Day In Glasgow,"Autumn, Again",Mis Ojos Discos
705,2523301,1982,Allan Holdsworth,I.O.U.,Not On Label (Allan Holdsworth Self-released)
706,2527505,1984,The Go-Betweens,Spring Hill Fair,Sire
707,2539230,2010,The Radio Dept.,Never Follow Suit,Labrador
708,2580772,1975,John Martyn,Sunday's Child,Island Records
709,2596248,2010,The Cure,Entreat Plus,Polydor
710,2608951,1978,Neil Young,Comes A Time,Reprise Records
711,2636402,1998,Gillian Welch,Hell Among The Yearlings,Almo Sounds
712,2643114,2010,Killing Joke,Absolute Dissent,Svart Records
713,2647174,2011,Balam Acab,See Birds,Tri Angle
714,2669707,2010,Vektroid,Telnet Erotika,PrismCorp
715,2670017,2009,Phish,Joy,Jemp Records
716,2675750,1998,Steve Hogarth,Ice Cream Genius,Resurgence
717,2695921,2010,No Joy,Ghost Blonde,Mexican Summer
718,2696177,1998,Robbie Fulks,Let's Kill Saturday Night,Geffen Records
719,2709851,2011,PJ Harvey,Let England Shake,Island Records
720,2724916,2011,Colin Stetson,New History Warfare Vol. 2: Judges,Constellation
721,2732517,2011,Peaking Lights,936,Not Not Fun Records
722,2752547,1990,Neil Young,Ragged Glory,Reprise Records
723,2753074,1992,Morphine (2),Good,Accurate Distortion
724,2756739,2011,R.E.M.,Collapse Into Now,Warner Bros. Records
725,2761992,2011,Low,C'mon,Sub Pop
726,2792910,1981,Minutemen,The Punch Line,SST Records
727,2797490,2011,Bibio,Mind Bokeh,Warp Records
728,2802220,1994,Sinéad O'Connor,Universal Mother,Ensign
729,2811017,2011,Bill Callahan,Apocalypse,Drag City
730,2825192,2001,Zzebra,Lost World,Angel Air Records
731,2826472,1970,Warren Zevon,Wanted Dead Or Alive,Imperial
732,2831577,2011,Grouper,A I A : Alien Observer,Yellow Electric
733,2834914,2011,Craft Spells,Idle Labor,Captured Tracks
734,2839669,1994,Michael Hedges,The Road To Return,High Street Records
735,2848983,2011,Blue Sky Black Death,Noir,Fake Four Inc.
736,2853466,2010,Les Savy Fav,Root For Ruin,Frenchkiss Records
737,2863607,2008,David Kilgour,Falling Debris,Arch Hill Recordings
738,2870461,2002,Sweep The Leg Johnny,Going Down Swingin',Southern Records
739,2916641,2009,Umphrey's McGee,Mantis,Sci Fidelity Records
740,2938022,2011,Young Prisms,Friends For Now,Kanine Records
741,2947885,2009,Ovens,Ovens,Tumult
742,2949568,2011,Lorelle Meets The Obsolete,On Welfare,Captcha Records (HBSP-2X)
743,2951961,2011,Jakko M. Jakszyk,A Scarcity Of Miracles (A King Crimson ProjeKct),Discipline Global Mobile
744,2956699,2011,Porcupine Tree,Anesthetize,Tonefloat
745,2962359,2011,Gillian Welch,The Harrow & The Harvest,Acony Records
746,2968639,1972,Arthur Verocai,Arthur Verocai,Continental (3)
747,2968752,2011,Memory Tapes,Player Piano,Carpark Records
748,2977732,2007,David Kilgour,The Far Now,Merge Records
749,2979729,2010,Grass Widow,Past Time,Kill Rock Stars
750,2999284,2006,Umphrey's McGee,Safety In Numbers,SCI Fidelity Records
751,3001294,2011,Diamond Catalog,Magnified Palette,NNA Tapes
752,3068011,1997,Lowercase,Kill The Lights,Amphetamine Reptile Records
753,3069568,2011,Balam Acab,Wander / Wonder,Tri Angle
754,3076529,2011,Maria Minerva,Maria Minerva's Cabaret Cixous,Not Not Fun Records
755,3077184,2011,Blood Orange (2),Coastal Grooves,Domino
756,3079553,2007,Maps And Atlases,"Tree, Swallows, Houses",Sargent House
757,3079650,2009,Maps And Atlases,You And Me And The Mountain,Sargent House
758,3095216,1997,Robbie Fulks,South Mouth,Bloodshot Records
759,3097202,2011,St. Vincent,Strange Mercy,4AD
760,3114230,2011,Disco Inferno,The 5 EPs,One Little Indian
761,3115784,2011,Sleep ∞ Over,Forever,Hippos In Tanks
762,3121543,2011,Opeth,Heritage,Roadrunner Records
763,3127006,2011,Darren Korb,Bastion: Original Soundtrack,Supergiant Games
764,3139367,2010,R.E.M.,Fables Of The Reconstruction,I.R.S. Records
765,3141151,2011,Steven Wilson,Grace For Drowning,Kscope
766,3163858,2011,King Crimson,Starless And Bible Black,Discipline Global Mobile
767,3177570,2010,Various,"Well, I Don't See Why Not Volume 2",Not On Label
768,3183685,1998,Silkworm,Even A Blind Chicken Finds A Kernel Of Corn Now And Then: '90-'94,Matador
769,3192944,2011,Into It. Over It.,Twelve Towns,Topshelf Records (2)
770,3208367,2011,Blouse,Blouse,Captured Tracks
771,3225954,1996,The Jesus Lizard,Shot,Capitol Records
772,3238418,2011,Johnny_Ripper,Soundtrack For A Film That Doesn't Exist,Not On Label (Johnny_Ripper Self-released)
773,3241767,2010,IQ (7),The Wake (25th Anniversary Deluxe Edition) ,Giant Electric Pea
774,3248110,2011,Christina Vantzou,N°1,Kranky
775,3263540,2011,The Bats,Free All The Monsters,Flying Nun Records
776,3308455,2007,Umphrey's McGee,The Bottom Half,SCI Fidelity Records
777,3324576,2001,Les Savy Fav,Go Forth,Frenchkiss Records
778,3337728,2003,Fugazi,13 Songs,Dischord Records
779,3355165,2012,Mirrorring,Foreign Body,Kranky
780,3362405,2011,Disasterpeace,Rise Of The Obsidian Interstellar,II
781,3369885,2011,Masato Nakamura (2),Sonic The Hedgehog 1&2 Soundtrack Music,DCT Records
782,3391808,2009,The Clean,Mister Pop,Arch Hill Recordings
783,3397592,2012,Peter Hammill,PNO GTR VOX BOX (Eighty-Four Live Performances),Fie! Records
784,3399563,2012,Cloud Nothings,Attack On Memory,Wichita
785,3404211,1974,Neil Young,On The Beach,Reprise Records
786,3411221,2012,Gorgeous Bully,The Young Obese,Art Is Hard Records
787,3413469,2012,Big Country,The Crossing,Mercury
788,3489649,2009,Paper Mice,Paint It Pink,Cassette Deck Media Conglomerate
789,3492346,2012,Sun Kil Moon,Among The Leaves,Caldo Verde Records
790,3502916,1992,Silkworm,L'Ajre,Temporary Freedom
791,3505786,1995,Chris Whitley,Din Of Ecstasy,Work
792,3520004,2010,Maps And Atlases,Perch Patchwork,Barsuk Records
793,3531333,1981,Go-Go's,Beauty And The Beat,I.R.S. Records
794,3557896,2012,Maps And Atlases,Beware And Be Grateful,Barsuk Records
795,3562389,2012,Disasterpeace,FEZ,II
796,3563778,1989,Warren Zevon,Transverse City,Virgin America
797,3566106,2012,Anathema,Weather Systems,Kscope
798,3582479,2012,My Bloody Valentine,EP's 1988-1991,Sony Music
799,3643551,2006,Letting Up Despite Great Faults,Movement,New Words
800,3647400,2012,Advance Base,A Shut-In's Prayer,Orindal Records
801,3661136,2012,Squarepusher,Ufabulum,Warp Records
802,3663264,1989,Giraffe (2),The View From Here,Still Life
803,3685141,1997,Michael Nyman,Enemy Zero (Original Soundtrack),First Smile Entertainment
804,3697961,2012,Light Club,Feeelings,MYOR
805,3704871,1987,Sinéad O'Connor,The Lion And The Cobra,Ensign
806,3706419,2012,White Lung,Sorry,Deranged Records
807,3714596,1983,Lewis (20),L'Amour,R.A.W. Records (2)
808,3719854,2012,Codeine,Frigid Stars LP,Numero Group
809,3720118,2012,Codeine,Barely Real,Numero Group
810,3720203,2012,Codeine,The White Birch,Numero Group
811,3739828,2012,Giraffe (2),The Power Of Suggestion,The Estate Of Kevin Gilbert
812,3747456,1982,Alice Coltrane,Turiya Sings,Avatar Book Institute
813,3755507,2012,Fang Island,Major,Sargent House
814,3785926,2011,Into It. Over It.,Proper,No Sleep Records
815,3822303,2012,Ice Choir,Afar,Underwater Peoples Records
816,3826540,2012,Dan Deacon,America,Domino
817,3849279,2010,Elk City,House Of Tongues,Friendly Fire Recordings
818,3849672,2012,Angel Olsen,Half Way Home,Bathetic Records
819,3862221,2012,Boomgates,Double Natural,Bedroom Suck Records
820,3862559,2012,David Byrne,Love This Giant,4AD
821,3900764,2012,Spook Houses,Trying,Evil Weevil Records
822,3921631,1991,Yuzo Koshiro,Symphonic Suite From Actraiser,Alfa
823,3975888,2012,You'll Never Get To Heaven,You'll Never Get To Heaven,Divorce
824,4010328,2012,King Crimson,Larks' Tongues In Aspic (The Complete Recordings),Discipline Global Mobile
825,4023722,1986,fIREHOSE,"Ragin', Full-On",SST Records
826,4045296,2012,Scott Walker,Bish Bosch,4AD
827,4052077,2012,Kirsty MacColl,Desperate Character,Salvo
828,4093619,2011,Vektroid,Polytravellers,PrismCorp
829,4106889,2009,Into It. Over It.,52 Weeks,No Sleep Records
830,4151895,2012,Lauren Bousfield,Locked Into Phantasy,Vale Records (2)
831,4152386,1995,Fugazi,Red Medicine,Dischord Records
832,4206704,2013,Esben And The Witch,Wash The Sins Not Only The Face,Matador
833,4243285,2013,Helen Money,Arriving Angels,Profound Lore Records
834,4243365,2013,Grouper,The Man Who Died In His Boat,Kranky
835,4252689,2002,Umphrey's McGee,Local Band Does O.K.,Not On Label (Umphrey's McGee Self-released)
836,4270783,2001,Robbie Fulks,Couples In Trouble,Boondoggle Records
837,4282508,1977,Elvis Costello,My Aim Is True,Stiff Records
838,4291123,2005,The Cribs,The New Fellas,Wichita
839,4307470,2013,Girls Names,The New Life,Tough Love Records
840,4325562,2013,My Bloody Valentine,m b v,MBV Records
841,4327479,2013,Steven Wilson,The Raven That Refused To Sing (And Other Stories),Kscope
842,4338144,2013,Autechre,Exai,Warp Records
843,4362839,2013,Makthaverskan,Makthaverskan II,Luxury
844,4375167,2013,Low,The Invisible Way,Sub Pop
845,4380075,1978,Magazine,Real Life,Virgin
846,4390328,2013,Gorgeous Bully,Bullring,Manic Pop! Records
847,4392376,2013,Lorelle Meets The Obsolete,Corruptible Faces,Captcha Records (HBSP-2X)
848,4438336,1976,Jackson Browne,The Pretender,Asylum Records
849,4459553,2004,Paul Simon,Hearts And Bones,Warner Bros. Records
850,4463756,1995,Mr. Bungle,Disco Volante,Warner Bros. Records
851,4470348,2012,An Autumn For Crippled Children,Only The Ocean Knows,A Sad Sadness Song
852,4474778,1987,Neil Young,Life,Geffen Records
853,4486480,2013,Super Wild Horses,Crosswords,Dot Dash
854,4492024,2009,A Sunny Day In Glasgow,Ashes Grammar,Mis Ojos Discos
855,4503938,2000,Warren Zevon,Life'll Kill Ya,Artemis Records
856,4513427,2013,Colin Stetson,New History Warfare Vol. 3: To See More Light,Constellation
857,4518709,1961,Nina Simone,Forbidden Fruit,Pye Jazz
858,4519890,2009,Dose One,Be Evil,Not On Label
859,4531759,2013,No Joy,Wait To Pleasure,Mexican Summer
860,4535224,2013,Power Glove (2),Far Cry 3: Blood Dragon (Original Soundtrack),Ubisoft Entertainment
861,4555304,2013,Bibio,Silver Wilkinson,Warp Records
862,4566446,2013,R.E.M.,Green,Warner Bros. Records
863,4566993,2013,Anamanaguchi,Endless Fantasy,dream.hax Entertainment
864,4574425,2013,The Armoury Show,Waiting For The Floods,Cherry Red
865,4583740,2000,King Sunny Ade,Seven Degrees North,MESA/Bluemoon Recordings
866,4583797,1995,King Sunny Ade,Ẹ Dide / Get Up,Mesa (2)
867,4608514,2013,Deafheaven,Sunbather,Deathwish
868,4625769,2012,Paper Mice,The Funny Papers,Three One G (31G)
869,4660655,2010,Bottomless Pit,Blood Under The Bridge,Comedy Minus One
870,4702222,2013,A Great Big Pile Of Leaves,You're Always On My Mind,Topshelf Records (2)
871,4730658,2013,Various,Hotline Miami Soundtrack,Devolver Digital
872,4751862,2012,El Huervo,Do Not Lay Waste To Homes​.​.​.,Swedish Columbia
873,4758798,2012,Letting Up Despite Great Faults,Untogether,Not On Label (Letting Up Despite Great Faults Self-released)
874,4768807,2013,Robbie Fulks,Gone Away Backward,Bloodshot Records
875,4805880,2013,Medicine (2),To The Happy Few,Captured Tracks
876,4820539,2011,Tanning Salon,Dream Castles,PrismCorp
877,4822116,2013,Various,FZ: Side F,Not On Label (Disasterpeace Self-released)
878,4835417,2013,Cloakroom,Infinity,Run For Cover Records (2)
879,4860518,2013,Neko Case,"The Worse Things Get, The Harder I Fight, The Harder I Fight, The More I Love You",Anti-
880,4863443,2013,Chastity Belt,No Regerts,Help Yourself Records
881,4872197,2013,Various,Traxbox,Harmless
882,4889854,2012,Chipzel,Super Hexagon EP,Not On Label (Chipzel Self-released)
883,4889870,2012,Chipzel,Phonetic Symphony,Not On Label (Chipzel Self-released)
884,4894237,2013,The Mountain Goats,All Hail West Texas,Merge Records
885,4900114,2013,Chipzel,Spectra,Not On Label (Chipzel Self-released)
886,4917910,2013,Bill Callahan,Dream River,Drag City
887,4918197,2013,Surf Curse,Buds,Big Joy Records
888,4921003,2013,Unwound,Kid Is Gone,Numero Group
889,4921056,2013,Rival Consoles,Odyssey,Erased Tapes Records
890,4945814,2013,Oneohtrix Point Never,R Plus Seven,Warp Records
891,4948260,2013,Cuushe,Butterfly Case,flau
892,4958537,2013,Into It. Over It.,Intersections,Triple Crown Records
893,4963213,2013,In Solitude (2),Sister,Metal Blade Records
894,4976255,2013,"Levin, Minnemann, Rudess","Levin, Minnemann, Rudess",Lazy Bones Recordings
895,4981174,2013,Prefab Sprout,Crimson / Red,Embassy Of Music
896,4990239,2013,Autechre,L-event,Warp Records
897,5000926,2013,King Crimson,The Road To Red,Discipline Global Mobile
898,5015257,2013,Bottomless Pit,Shade Perennial,Comedy Minus One
899,5025450,2013,Advance Base,The World Is In A Bad Fix Everywhere,Caldo Verde Records
